! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      5.3506842667144049D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2375
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
  346    -1.3348105591532672D+01     1.3095152456859624D+01     2.8168722615690171D+01     3.2188481107079973D+39     1.2859434014218449D-06     7.1005614503853546D-06     1.0211326107605895D+02     6.7319145447402268D-01     1.9270629579273242D-06     3.2465359076264532D-01     1.0517742302787962D-04     4.5619944933413894D-04     7.8452866192087906D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  347    -1.3315518763684142D+01     1.3102795923379508D+01     2.8167359811468489D+01     3.2188491466960904D+39     1.2093877953041314D-06     7.1005615874944965D-06     9.9741108769772139D+01     6.7319145447402490D-01     1.9270629579272803D-06     3.2465359076264319D-01     1.0517742302787298D-04     4.5619944933414222D-04     7.8452866192088404D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  348    -1.3271475717531779D+01     1.3113336777717732D+01     2.8166114367799416D+01     3.2188500991762980D+39     2.3323907480865226D-06     7.1005616742320869D-06     9.7628225124506577D+01     6.7319145447402792D-01     1.9270629579272164D-06     3.2465359076264017D-01     1.0517742302786337D-04     4.5619944933414711D-04     7.8452866192089114D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  349    -1.3230511113030261D+01     1.3122909130601998D+01     2.8163803643212954D+01     3.2188518819098961D+39     1.0366181102605629D-06     7.1005712518775325D-06     9.3997366229884971D+01     6.7319145447403094D-01     1.9270629579271552D-06     3.2465359076263711D-01     1.0517742302785402D-04     4.5619944933415190D-04     7.8452866192089834D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  350    -1.3201037625886982D+01     1.3129979627918506D+01     2.8162812979312988D+01     3.2188526515325954D+39     1.5117347441302557D-06     7.1005754123802669D-06     9.2505665438551591D+01     6.7319145447403325D-01     1.9270629579271073D-06     3.2465359076263475D-01     1.0517742302784685D-04     4.5619944933415554D-04     7.8452866192090366D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  351    -1.3162415622517225D+01     1.3139282643732568D+01     2.8161405165335104D+01     3.2188537513162378D+39     1.9436589567389363D-06     7.1005756061568563D-06     9.0477697236629222D+01     6.7319145447403636D-01     1.9270629579270423D-06     3.2465359076263164D-01     1.0517742302783699D-04     4.5619944933416061D-04     7.8452866192091104D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  352    -1.3128166310658713D+01     1.3147473367917428D+01     2.8159655426604238D+01     3.2188551279493826D+39     1.2093877953040705D-06     7.1005825004735338D-06     8.8094750953706402D+01     6.7319145447403938D-01     1.9270629579269812D-06     3.2465359076262867D-01     1.0517742302782779D-04     4.5619944933416531D-04     7.8452866192091805D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258781D-04 
  353    -1.3101038236007598D+01     1.3154056666785332D+01     2.8158598918436958D+01     3.2188559640134610D+39     1.3854447160385174D-06     7.1005866952914287D-06     8.6698604921585111D+01     6.7319145447404196D-01     1.9270629579269302D-06     3.2465359076262618D-01     1.0517742302782013D-04     4.5619944933416922D-04     7.8452866192092383D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258781D-04 
  354    -1.3067266075499042D+01     1.3162323442749999D+01     2.8157417039377786D+01     3.2188569038972447D+39     1.9572188039638813D-06     7.1005868255629041D-06     8.5184739292271469D+01     6.7319145447404515D-01     1.9270629579268641D-06     3.2465359076262298D-01     1.0517742302781010D-04     4.5619944933417428D-04     7.8452866192093129D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258781D-04 
  355    -1.3025321303281243D+01     1.3172630354190568D+01     2.8155796043677447D+01     3.2188582012696773D+39     2.3545795890004450D-06     7.1005869443893976D-06     8.3195727385221758D+01     6.7319145447404924D-01     1.9270629579267769D-06     3.2465359076261872D-01     1.0517742302779691D-04     4.5619944933418095D-04     7.8452866192094123D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258781D-04 
  356    -1.2977935574830103D+01     1.3184352713180920D+01     2.8153916207881222D+01     3.2188597179754414D+39     2.7470095205012956D-06     7.1005871263438731D-06     8.1006297902767165D+01     6.7319145447405448D-01     1.9270629579266708D-06     3.2465359076261357D-01     1.0517742302778090D-04     4.5619944933418912D-04     7.8452866192095314D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  357    -1.2936999372286090D+01     1.3194434621706785D+01     2.8151812029510914D+01     3.2188614311429262D+39     1.8313396803330180D-06     7.1005949098072500D-06     7.8713351487453078D+01     6.7319145447405910D-01     1.9270629579265737D-06     3.2465359076260877D-01     1.0517742302776620D-04     4.5619944933419667D-04     7.8452866192096424D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  358    -1.2903469236370108D+01     1.3202832413823319D+01     2.8150458505887199D+01     3.2188625411452433D+39     2.0962476271744470D-06     7.1006015702343816D-06     7.7288486815663643D+01     6.7319145447406336D-01     1.9270629579264884D-06     3.2465359076260469D-01     1.0517742302775332D-04     4.5619944933420324D-04     7.8452866192097401D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  359    -1.2870204779897813D+01     1.3211180479891835D+01     2.8148953842208097D+01     3.2188637829413373D+39     1.9300543055565512D-06     7.1006038779757121D-06     7.5758921112169188D+01     6.7319145447406771D-01     1.9270629579263996D-06     3.2465359076260034D-01     1.0517742302773986D-04     4.5619944933420999D-04     7.8452866192098396D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  360    -1.2829995357701033D+01     1.3221447841258902D+01     2.8147608053779457D+01     3.2188649008700034D+39     3.1690313845727602D-06     7.1006042634160788D-06     7.4404983344311927D+01     6.7319145447407331D-01     1.9270629579262843D-06     3.2465359076259479D-01     1.0517742302772250D-04     4.5619944933421896D-04     7.8452866192099710D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  361    -1.2788943582973226D+01     1.3231816911620724D+01     2.8145474334304246D+01     3.2188666893584749D+39     2.2007162392869039D-06     7.1006092188085672D-06     7.2302131142639689D+01     6.7319145447407935D-01     1.9270629579261598D-06     3.2465359076258870D-01     1.0517742302770365D-04     4.5619944933422855D-04     7.8452866192101122D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  362    -1.2754880036246960D+01     1.3240554203635008D+01     2.8144044558023026D+01     3.2188678992389569D+39     2.4648021880011352D-06     7.1006132783235624D-06     7.0885609202874384D+01     6.7319145447408477D-01     1.9270629579260491D-06     3.2465359076258333D-01     1.0517742302768691D-04     4.5619944933423708D-04     7.8452866192102375D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  363    -1.2720684584611365D+01     1.3249346996729702D+01     2.8142489893712223D+01     3.2188692267070115D+39     2.3816958980717695D-06     7.1006152766531505D-06     6.9330211281195612D+01     6.7319145447409045D-01     1.9270629579259306D-06     3.2465359076257755D-01     1.0517742302766905D-04     4.5619944933424614D-04     7.8452866192103725D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  364    -1.2689881043492319D+01     1.3257295395084971D+01     2.8141031573813620D+01     3.2188704842199551D+39     2.1323770282844858D-06     7.1006163974111835D-06     6.7873674313978327D+01     6.7319145447409587D-01     1.9270629579258180D-06     3.2465359076257205D-01     1.0517742302765202D-04     4.5619944933425484D-04     7.8452866192105012D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  365    -1.2651611739433770D+01     1.3267341388816575D+01     2.8139760323950412D+01     3.2188715909046874D+39     3.7336310825726508D-06     7.1006164994887646D-06     6.6605705709752660D+01     6.7319145447410324D-01     1.9270629579256686D-06     3.2465359076256481D-01     1.0517742302762940D-04     4.5619944933426639D-04     7.8452866192106700D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  366    -1.2616449922291634D+01     1.3276399240351846D+01     2.8137607003844347D+01     3.2188734900976245D+39     1.7779195631300925D-06     7.1006211588371552D-06     6.4545510265622860D+01     6.7319145447411035D-01     1.9270629579255224D-06     3.2465359076255766D-01     1.0517742302760726D-04     4.5619944933427767D-04     7.8452866192108370D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  367    -1.2590376484201384D+01     1.3283260992106067D+01     2.8136612354432063D+01     3.2188743776357879D+39     2.4923643839413234D-06     7.1006233873981443D-06     6.3622253670901631D+01     6.7319145447411585D-01     1.9270629579254068D-06     3.2465359076255206D-01     1.0517742302758983D-04     4.5619944933428646D-04     7.8452866192109684D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  368    -1.2556578022303939D+01     1.3292188642813347D+01     2.8135249084634374D+01     3.2188756053298397D+39     3.2199171869928338D-06     7.1006236525531996D-06     6.2415299867987954D+01     6.7319145447412367D-01     1.9270629579252485D-06     3.2465359076254434D-01     1.0517742302756589D-04     4.5619944933429863D-04     7.8452866192111470D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  369    -1.2528624801620316D+01     1.3299501048635240D+01     2.8133538522942544D+01     3.2188771638108129D+39     1.6148740868366184D-06     7.1006273367835612D-06     6.1007940698366578D+01     6.7319145447413033D-01     1.9270629579251103D-06     3.2465359076253763D-01     1.0517742302754502D-04     4.5619944933430938D-04     7.8452866192113042D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  370    -1.2504664102704536D+01     1.3305892654512974D+01     2.8132701084271531D+01     3.2188779334881711D+39     2.6914568113936323D-06     7.1006291114211661D-06     6.0349385151095251D+01     6.7319145447413655D-01     1.9270629579249852D-06     3.2465359076253150D-01     1.0517742302752612D-04     4.5619944933431897D-04     7.8452866192114454D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  371    -1.2472620682506656D+01     1.3314447818220591D+01     2.8131333885168260D+01     3.2188791996295504D+39     3.2297481736723696D-06     7.1006292267880883D-06     5.9339578190704305D+01     6.7319145447414507D-01     1.9270629579248092D-06     3.2465359076252302D-01     1.0517742302749952D-04     4.5619944933433256D-04     7.8452866192116461D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  372    -1.2435995160659898D+01     1.3324277699246716D+01     2.8129737906959499D+01     3.2188806921629904D+39     3.7926015969996664D-06     7.1006293626006771D-06     5.8225938040146738D+01     6.7319145447415547D-01     1.9270629579245944D-06     3.2465359076251254D-01     1.0517742302746706D-04     4.5619944933434908D-04     7.8452866192118904D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  373    -1.2396154174415672D+01     1.3335021941620390D+01     2.8127921923747782D+01     3.2188824093355496D+39     4.1612873296054138D-06     7.1006296213609356D-06     5.7027024625889177D+01     6.7319145447416772D-01     1.9270629579243429D-06     3.2465359076250033D-01     1.0517742302742909D-04     4.5619944933436844D-04     7.8452866192121755D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  374    -1.2363676262557434D+01     1.3343744499181975D+01     2.8125996453281452D+01     3.2188842519004690D+39     2.5349509476125309D-06     7.1006342981248851D-06     5.5820224390775790D+01     6.7319145447417838D-01     1.9270629579241244D-06     3.2465359076248967D-01     1.0517742302739598D-04     4.5619944933438532D-04     7.8452866192124233D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  375    -1.2339955954216841D+01     1.3350196772236453D+01     2.8124855752962343D+01     3.2188853538148545D+39     2.5349509476125580D-06     7.1006378811679624D-06     5.5118406701006934D+01     6.7319145447418646D-01     1.9270629579239546D-06     3.2465359076248145D-01     1.0517742302737038D-04     4.5619944933439828D-04     7.8452866192126160D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  376    -1.2311904953158832D+01     1.3357898972962218D+01     2.8123738011875381D+01     3.2188864413345084D+39     3.6541472135914334D-06     7.1006388362770218D-06     5.4431623848904076D+01     6.7319145447419677D-01     1.9270629579237436D-06     3.2465359076247120D-01     1.0517742302733847D-04     4.5619944933441454D-04     7.8452866192128558D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
  377    -1.2279729157629568D+01     1.3366727381710428D+01     2.8122165014638071D+01     3.2188879855906891D+39     3.6541472135914063D-06     7.1006389760528429D-06     5.3470213494926328D+01     6.7319145447420920D-01     1.9270629579234865D-06     3.2465359076245863D-01     1.0517742302729962D-04     4.5619944933443434D-04     7.8452866192131480D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831034D-04     2.4904472267258777D-04 
